url,title,tag,text
https://www.dremel.com/us/en/projects/project-plans/pvc-lights,PVC lights | Dremel,p,Have a small space you'd like to illuminate?
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,p,Harry Arling is an artist through and through: a true creative.
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,p,"So, it is high time to ask him some questions!"
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,First lay down the initial outlines of engraving onto the aluminum engine case to give you a guide
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,"You can use a Dremel Filigree engraving a engine by Justin Booker using Dremel tools and Dremel accessoriesMulti-Tool such as the 3000 with the motor speed set between 20,000 and 25,000 RPM"
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,Use it along with the Dremel Flexible Shaft attachment to get into those hard to reach places along with a variety of cutting burrs
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,"Patience is key, along with a steady and well controlled hand"
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,Practise your designs before doing your final engraving
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,Select a piece of artwork and draw your outline on an aluminium sheet
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,Take a Dremel Multi- Tool such as the 4000 or 4300 with the Dremel Flexible Shaft to give you the freedom of movement and carry less weight
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,Use a variety of cutting burrs to engrave your design
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,Keep the original artwork for reference and visualise your finished piece
https://www.dremel.com/us/en/projects/makers/justin-brooker,Maker: Justin Brooker | Dremel,li,Have a selection of cutting burrs ready for shading different areas which may have different levels of detail
https://www.dremel.com/us/en/projects/applications/carving,All you need when carving wood | Dremel,h2,Step-by-Step Guide to Carving a Wooden Spoon
https://www.dremel.com/us/en/projects/applications/carving,All you need when carving wood | Dremel,p,Check out the project inspiration and informational guides we have put together for you.
https://www.dremel.com/us/en/projects/applications/carving,All you need when carving wood | Dremel,p,So you're wondering about woodcarving and you want to create something useful?
https://www.dremel.com/us/en/projects/applications/carving,All you need when carving wood | Dremel,p,Read on for an easy step-by-step guide to carving a wooden spoon.
https://www.dremel.com/us/en/projects/applications/carving,All you need when carving wood | Dremel,p,Watch how toy animals are turned into a fun coat rack in this inspiring video.
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,h2,Turn an Old Suitcase into a Pet-feeding Station
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,h2,Step-by-Step Guide to Creating Wooden Animals
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,h3,Tips and Tricks for Using Your Dremel Rotary Tool
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,p,Have you decided you’d like to try your hand at improving your home by learning more about cutting?
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,p,Our collection will guide you through everything from cutting tools to the materials they’re suited to.
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,p,Be inspired to turn something old into something new with our step-by-step tutorial.
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,p,All you need is a Dremel and cutting tools.
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,p,Are you looking to build on your DIY skills?
https://www.dremel.com/us/en/projects/applications/cutting,Cutting | Dremel,p,Follow our step-by-step guide and put your wood cutting tools to good use by making wooden animals.
https://www.dremel.com/us/en/projects/makers,Makers from all over the world | Dremel,h3,Extraordinary Maker: Film Prop Maker Gábor Csiki
https://www.dremel.com/us/en/projects/makers,Makers from all over the world | Dremel,p,At Dremel we love connecting with Makers worldwide who share their talent and passion using our tools.
https://www.dremel.com/us/en/projects/makers,Makers from all over the world | Dremel,p,"Get to know some of the Makers who use Dremel tools for creating exciting and innovative DIY projects in restoration, upcycling and repurposing."
https://www.dremel.com/us/en/projects/makers,Makers from all over the world | Dremel,p,"Fashion, art and car restoration are just a few project areas our Makers are actively involved in using our tools."
https://www.dremel.com/us/en/projects/makers,Makers from all over the world | Dremel,p,"He first bought a Dremel 4000 8 years ago, which he still uses to this day."
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,h1,Step-by-step guide to Engraving leather bag
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Watch how Jelena uses the Dremel Stylo+ to engrave a leather bag.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Learn how to perfect your skills using the included accessories to create a beautiful finish to your personalised bag!
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Firstly transfer your design onto the bag by cutting out your chosen design and a piece of carbon paper of the same size.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Use the darker side of the carbon paper on the bag and trace the lines using a pencil or a stitching awl.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Take care to hold this awl as vertical as possible.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Use the Dremel Stylo+ and the the 0.8mm Engraving Cutter for precise application.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Remember to turn the Collet Lock to tighten the accessory and gently trace the design using multiple small strokes.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,For thicker lines make sure to use a larger engraving cutter.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,For a neat and beautiful finish to the edges of your personalised bag use a cutting accessory.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,You can also polish and sand the edges using the accessories included in the Stylo+ kit.
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,p,Grease the leather with dubbin and your leather engraved bag is completed!
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,li,Dremel 2050-15 Stylo+ Versatile Craft Tool
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,li,ArticlesCreate Your Own Pattern Roller With a Hot Glue Gun
https://www.dremel.com/us/en/projects/project-plans/engraving-leather-bag,How to engrave a leather bag | Dremel,li,ProjectsCreate a Coffee Cup Sleeve out of Glue
https://www.dremel.com/us/en/projects/applications/cleaning-and-polishing,Cleaning And Polishing Overview Page | Dremel,h3,Tips and Tricks for Cleaning and Polishing
https://www.dremel.com/us/en/projects/applications/cleaning-and-polishing,Cleaning And Polishing Overview Page | Dremel,p,"From comparing suitable accessories to insightful do's and don'ts, Dremel has something for every cleaning and polishing project."
https://www.dremel.com/us/en/projects/applications/cleaning-and-polishing,Cleaning And Polishing Overview Page | Dremel,p,Delve into this inspirational upcycling project and transform an old wire basket into a smart sidetable with your Dremel Rotary Tool.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",h2,How to Cut and Fit Laminate Flooring 5 Step Guide
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",h2,How to Change the Tiling Around Your Toilet with Dremel US20V
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",h2,Step-by-Step: Restore an Old Window Frame
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",h2,Create Your Own Pattern Roller With a Hot Glue Gun
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",h2,Tips and Tricks for Moving into a New Home
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Now’s the perfect time to dust off your tools and your DIY skills too.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Laminate floor and fitted neatly into the foot of the skirting board?
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Simply take your Dremel DSM20 Compact Saw and flush cut into the skirting board
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Follow our step-by-step guide and put your router tool to good use by making a modern floating shelf.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Learn how to change the tiling around your toilet using a Dremel compact saw.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,"Learn how to restore an old window frame perfectly, and improve your sanding skills at the same time."
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Watch this inventive Dremel video and be inspired to upcycle a plain table into a unique home office desk – with tablet stand and cable catcher.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Check out Dremel’s inspirational video and learn how to make your very own industrial-style copper clothes rack.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Get your tools and sanding equipment and breathe new life into an old chair.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,"In this easy-to-follow DIY video, learn how to create a unique decorative pattern roller with a hot melt glue gun and a paint roller."
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Searching for your next engraving challenge?
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,See how an everyday salad bowl is transformed into a unique pendant lamp.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,These guidelines on what to do and what not to do while completing DIY projects will save you lots of time and energy when moving houses.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,Follow our guide to avoid the most common mistakes people make when sanding.
https://www.dremel.com/us/en/projects/applications/moving-house,"Moving House: Tips, Tools and DIY Home Hacks with Dremel | Dremel",p,"Learn what to do and not to do before you begin, and you’ll have smooth surfaces in no time!"
https://www.dremel.com/us/en/projects/applications/grinding-and-sharpening,Grinding and sharpening | Dremel,p,"Whether you’re are trying to learn the basics, want to take all the necessary safety precautions or create your own clothes rack, your next grinding or sharpening project is off to a good start with Dremel."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,h2,Do you have any tips that you'd like to share?
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,h2,What's the best reaction you've ever had to your works of art?
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,We asked Harry how he comes up with his ideas and where he gets his inspiration from.
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,“I create 'kosmotronics' – which are works of art made from plastic waste.
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,My work ranges from little water pistols to dust busters and from hard hats to big plastic Easter eggs – every last little bit of plastic is put to good use.
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,People don't always believe that my works of art are made almost entirely from plastic.
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"Sometimes I'm commissioned to produce a work of art, in which case the final product will depend on what my client wants."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"For example, I was once asked to turn a hard hat into a hanging work of art."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"The client wanted the shape of the hard hat to be recognisable, but for the ultimate piece to be intended for a very different use."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"People often give me material, or I'll find it somewhere."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"Sometimes, I'll have it lying around in a corner somewhere for half a year before I finally get round to using it."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"Because a lot of my pieces are quite small, my preferred equipment to use is a Dremel multi-tool with a flexible shaft."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,I find this attachment a lot more versatile and manageable than other tools.”
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"“I discovered, by coincidence, that polishing works very well with soft plastics."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"However, soft plastic melts faster, so it’s wise to use a slower rotation speed."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"The polishing wheel creates a soft and smooth surface, because of which paint sticks easier too."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,A great way to kill two birds with just one stone!”
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"I really wanted to be part of the event, but you have to pay to exhibit there."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"Thanks to crowdfunding, I was eventually able to participate and exhibit two works of art as it would cost more to exhibit a third piece."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"I decided to opt for a different approach, I wore one of my works of art: a kosmotronic hard hat!"
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"The event was attended by a total of 450 artists, but within no time at all, everyone was talking about my hard hat."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,"That was quite a smart thing to do, even if I do say so myself."
https://www.dremel.com/us/en/projects/makers/harry-arling,Maker: Harry Arling | Dremel,p,He tells you tips on the types of material to use and best techniques to achieve intricate and personal engraved projects.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,h1,Create this amazing centerpiece for your festive table
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,h3,Engrave Snowflake Motifs on Glass Ornaments
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,h3,Apply Glue Gun Designs for a Unique Snowflake Pattern
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,h3,Embellish with Silver Glitter for a Finished Look
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,Fold your soft cloth or towel to create a cushioned surface and place the clear glass ornament down on top of it.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,"Take your Dremel® 3000 with the Flex Shaft attached and insert the Diamond Wheel Engraving Point 7105 and engrave a series of larger and smaller snowflake motifs randomly around the ornament, leaving gaps in-between the designs."
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,You need to be very delicate and under no circumstances should you press on the surface or you will shatter the fragile glas+I14s ornament.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,Be sure to wear your Dremel eye safety goggles.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,Put a clear glue stick into the dual temperature Glue Gun 930 and place it in position on your Dremel Glue Mat.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,Switch the gun to the cool heat setting before leaving the gun to warm up.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,Then use your Dremel Glue Gun 930 to draw a delicate snowflake motif in-between the engraved snowflakes.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,"Working quickly so that the glue remains sticky, lay your Dremel Glue Gun 930 safely on the Dremel Glue Mat and, holding the ornament over the glass bowl with the white glitter, use the spoon to sprinkle glitter onto the tacky glue."
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,Ensure the entire motif is covered in glitter before very gently tapping the excess off back onto the plate.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,Allow the Dremel Glue Gun 930 times to cool down then fit it with a silver glitter glue stick.
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,p,"With your Glue Gun set to the cool temperature, apply silver glitter glue to further enhance and embellish the engraved and glittered motifs using the finished picture as a guide."
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,li,"3"" diameter clear glass Christmas ornaments"
https://www.dremel.com/us/en/projects/project-plans/create-this-amazing-centerpiece-for-your-festive-table,Create this amazing centerpiece for your festive table | Dremel,li,ProjectsFestive DIY Napkin Rings for your Holiday Table
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,A home office desk becomes a mess in no time.
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"Alongside pens, notebooks, a cup of coffee and some snacks, there’s usually a laptop, mobile phone and tablet lying around."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"In just a few steps, you can easily create your own cable box."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"As a result, you will have a clean and tidy home office set-up with all your cables managed in one box."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,How many holes would you like your cable organizer to have?
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,This depends on the size of your box and how many sockets will need to fit in it.
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"If you have an extension cord with three sockets, make a cable box with three holes on one of the long sides for your three cables, and a hole on one of the short sides for the extension cord to plug into the mains."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"Once you have a design in mind, you can sketch it on paper."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"Draw the box in 3D, so you’ll have an idea of what it will look like."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,What kind of shape the holes will be is up to you.
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"Now that you’ve drawn your design on paper, it’s time to measure the wooden box that you’ll use as your cable organizer."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"With a ruler, measure the long side of the box."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"If you’re going to make three holes as we did in this video, divide the side of the box into three parts."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"Determine where you want to cut out the holes and, using a pencil, mark these on the box."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"You’ll also need to mark up a hole on the short side of the box, for the plug of the extension cord to go through."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"Turn the box to the short side, measure where the middle is and mark it with a pencil."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"Before you start cutting, draw your design onto the cable box."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,Use the marks you just drew as a starting point.
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"We have chosen semicircles, but you can do whatever you like."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"For semicircles, draw a little straight line and use a compass to make a half circle."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,Repeat this step with all the marks you have made until your design is on the box.
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,Now you’re almost ready to start cutting!
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"First, secure the box to your work bench using two clamps."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,"To distribute the pressure on the hollow box, you can put a piece of wood between the box and the clamps."
https://www.dremel.com/us/en/projects/project-plans/how-to-set-up-your-home-office-with-a-diy-cable-management-box,How to set up your home office with a DIY Cable Management Box | Dremel,p,Insert the Spiral Cutting Bit Multipurpose (561) into the accessory shaft of your Dremel Multi-Tool.
